,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ n,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed,order_ y
111,112,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007168715724577942,0.007168715724577942,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
112,113,6,5,20.049,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
113,114,6,5,18.583,1,199.99,199.99,199.99,1,199.99,199.99,199.99,1.0,600.0,501.0,15.0,6.0,50.0,1.0,40.0,0.005000250012500625,0.005000250012500625,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
114,115,6,5,1067.593,6,49.99,59.99,319.94,2,59.99,59.99,119.98,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.018598499721022503,0.01666944490748458,10.0,0.0,0,0,1,0,1,0,0,0,0,0,1
115,116,6,5,464.901,4,69.99,89.99,319.96,1,79.99,79.99,79.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.012501562695336917,0.012501562695336917,20.0,0.0,0,0,1,0,0,0,0,0,0,1,0
116,117,6,5,151.233,1,229.99,229.99,229.99,0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.004348015131092656,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
117,118,6,5,60.797,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
118,119,6,5,511.39300000000003,25,1.95,14.99,222.6,4,6.99,14.99,41.96,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.10603836778502661,0.09228366579115496,13.040000000000001,8.0,0,0,1,0,1,0,0,0,0,0,0
119,120,6,5,1683.3239999999998,18,699.0,799.0,7090.0,1,699.0,699.0,699.0,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.002538787023977433,0.001430615164520744,100.0,0.0,0,0,1,0,1,0,0,0,0,0,1
120,121,6,5,8.435,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
121,122,6,5,0.0,2,5.99,19.99,25.98,2,5.99,19.99,25.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.09383797309978105,0.09383797309978105,13.999999999999998,13.999999999999998,0,0,0,0,0,1,0,0,0,0,0
122,123,6,5,579.846,12,29.99,329.99,1494.89,3,29.99,299.99,374.97,1.0,900.0,80.0,93.0,4.0,42.0,2.0,31.0,0.006779015898347103,0.007031744419529496,300.0,270.0,0,0,1,0,1,0,0,0,0,0,1
123,124,6,5,448.654,10,7.99,12.99,119.9,2,12.99,12.99,25.98,1.0,600.0,451.0,322.0,7.0,49.0,2.0,50.0,0.08299565493335938,0.07698229407236336,5.0,0.0,0,0,1,0,1,0,0,0,0,0,1
124,125,6,5,2117.478,50,1.0,44.99,598.8,7,5.0,29.99,92.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.07451799302019566,0.06186231713586184,43.99,24.99,0,0,1,0,1,0,0,0,0,0,1
125,126,6,5,17.473,0,0.0,1.0,3.0,0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
126,127,6,5,107.354,2,49.99,49.99,99.98,1,49.99,49.99,49.99,1.0,1000.0,465.0,24.0,14.0,47.0,2.0,14.0,0.02000400080016003,0.02000400080016003,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
127,128,6,5,1477.5529999999999,6,89.99,179.99,868.95,2,89.99,179.99,269.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.006675121820973233,0.006897027381198703,90.00000000000001,90.00000000000001,0,0,1,0,1,0,0,0,0,0,1
128,129,6,5,553.975,27,0.0,40.0,435.0,1,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06206896551724138,inf,40.0,0.0,0,0,1,0,0,0,0,0,1,0,0
129,130,6,5,1455.6979999999999,45,14.99,429.99,6067.55,8,14.99,399.99,899.92,1.0,2900.0,561.0,119.0,0.0,36.0,1.0,21.0,0.005473497408065184,0.006673290525410407,415.0,385.0,0,0,0,0,0,1,0,0,0,0,0
130,131,6,5,4.827,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
131,132,6,5,4729.762,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
132,133,6,5,24.338,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
133,134,6,5,320.127,5,12.99,14.99,68.95,3,12.99,14.99,40.97,5.0,1300.0,522.0,223.0,12.0,56.0,2.0,34.0,0.07212405337179947,0.07251631617113849,2.0,2.0,0,0,1,0,1,0,0,0,0,0,1
134,135,6,5,103.369,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
135,136,6,5,8342.41,87,19.0,169.95,8850.31,10,39.99,139.95,1219.54,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007942734188587854,0.007754293678154897,150.95,99.95999999999998,0,0,1,0,1,0,0,0,0,0,0
136,137,6,5,129.622,5,24.99,39.99,139.95,1,24.99,24.99,24.99,1.0,900.0,499.0,20.0,7.0,55.0,1.0,11.0,0.03572704537334763,0.040016006402561026,15.000000000000004,0.0,0,0,0,0,0,1,0,0,0,0,0
137,138,6,5,949.557,3,39.99,39.99,119.97,1,39.99,39.99,39.99,5.0,5500.0,542.0,143.0,11.0,62.0,1.0,22.0,0.025006251562890724,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
138,139,6,5,541.066,26,5.99,19.99,273.78,7,7.0,19.99,88.94,4.0,0.0,70.0,0.0,0.0,46.0,1.0,20.0,0.09206395464359991,0.07613724784765856,13.999999999999998,12.989999999999998,0,0,1,0,1,0,0,0,0,0,0
139,140,6,5,55.728,2,49.95,49.95,99.9,2,49.95,49.95,99.9,1.0,1000.0,614.0,14.0,8.0,44.0,2.0,11.0,0.020020020020020016,0.020020020020020016,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
140,141,6,5,5206.616,38,5.99,17.99,406.65,3,9.99,9.99,29.97,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.09337940050424878,0.10010010010010012,11.999999999999998,0.0,0,0,0,0,0,1,0,0,0,0,0
141,142,6,5,1177.765,17,9.99,59.99,379.85,4,14.99,29.99,44.98,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04482601220688845,0.09659391458338125,59.99,29.99,0,0,1,0,1,0,0,0,0,0,1
142,143,6,5,4.283,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
143,144,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.008231017216544343,0.008231017216544343,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
144,145,6,5,2151.525,25,7.99,799.99,3707.78,6,39.99,799.99,894.97,5.0,2300.0,472.0,142.0,16.0,29.0,1.0,23.0,0.006810148638502059,0.005862368428027731,792.0,760.0,0,0,1,0,1,0,0,0,0,0,0
145,146,6,5,4.865,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
146,147,6,5,1343.9489999999998,52,1.0,35.0,326.43,1,8.49,8.49,8.49,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.15929908403026682,0.11778563015312131,34.0,0.0,0,0,0,0,0,1,0,0,0,0,0
147,148,6,5,1909.545,16,3.0,29.99,253.88,1,3.0,3.0,3.0,1.0,3000.0,485.0,119.0,69.0,56.0,1.0,10.0,0.06302190011028833,0.3333333333333333,26.99,0.0,0,0,0,0,0,1,0,0,0,0,0
148,149,6,5,3762.468,73,4.0,39.99,1222.44,15,8.0,34.99,305.86,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.058524500245383,0.045637402386667116,35.99,26.990000000000002,0,0,1,0,1,0,0,0,0,0,1
149,150,6,5,289.904,14,7.99,79.99,450.89,1,39.99,39.99,39.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.031049701701080085,0.02500625156289072,72.0,0.0,0,0,1,0,1,0,0,0,0,0,0
150,151,6,5,281.455,6,29.99,29.99,59.98,1,29.99,29.99,29.99,5.0,3000.0,583.0,175.0,12.0,44.0,2.0,24.0,0.10003334444814939,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
151,152,6,5,29.024,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
152,153,6,5,251.675,8,19.99,24.99,189.92,1,24.99,24.99,24.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04212299915754002,0.040016006402561026,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0
153,154,6,5,11.023,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
154,155,6,5,189.452,11,4.99,15.0,122.99,2,15.0,15.0,30.0,1.0,800.0,443.0,227.0,16.0,42.0,2.0,30.0,0.09453676982784358,0.06666666666666667,10.01,0.0,0,0,0,0,0,1,0,0,0,0,0
155,156,6,5,166.685,5,3.0,4.99,15.98,3,3.0,4.99,7.99,1.0,800.0,573.0,61.0,16.0,46.0,2.0,14.0,0.3003432494279176,0.34324942791762014,1.9900000000000002,1.9900000000000002,0,0,1,0,1,0,0,0,0,0,1
156,157,6,5,815.32,22,12.99,19.99,306.78,3,12.99,12.99,38.97,5.0,2600.0,496.0,66.0,15.0,32.0,1.0,34.0,0.07402736270665972,0.07698229407236334,6.999999999999998,0.0,0,0,1,0,1,0,0,0,0,0,1
157,158,6,5,128.6,4,3.99,49.99,103.97,2,3.99,49.99,53.98,5.0,2900.0,498.0,174.0,15.0,41.0,2.0,11.0,0.036120642947444465,0.032442954471720555,46.0,46.0,0,0,1,0,1,0,0,0,0,0,1
158,159,6,5,111.351,4,17.99,49.99,117.97,1,49.99,49.99,49.99,3.0,500.0,559.0,100.0,9.0,38.0,1.0,13.0,0.03334154791760289,0.020004000800160033,32.0,0.0,0,0,1,0,1,0,0,0,0,0,0
159,160,6,5,98.51899999999999,9,79.99,89.99,799.91,1,89.99,89.99,89.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.011251265767398834,0.011112345816201801,10.0,0.0,0,0,0,0,0,1,0,0,0,0,0
160,161,6,5,905.1419999999999,54,5.0,29.99,895.29,9,12.49,29.99,162.91,5.0,3500.0,533.0,228.0,13.0,39.0,2.0,34.0,0.06167475463985915,0.05387516354960364,24.99,17.5,0,0,1,0,1,0,0,0,0,0,1
161,162,6,5,5.246,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
162,163,6,5,106.09299999999999,3,14.99,14.99,14.99,3,14.99,14.99,14.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.466977985323549,0.466977985323549,14.99,14.99,0,0,1,0,0,0,0,0,1,0,0
163,164,6,5,5.4479999999999995,2,34.95,34.95,69.9,1,34.95,34.95,34.95,1.0,4000.0,525.0,234.0,14.0,40.0,2.0,11.0,0.028612303290414875,0.028612303290414875,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
164,165,6,5,27.199,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
165,166,6,5,776.062,21,12.99,49.99,657.77,2,24.99,49.99,74.98,1.0,600.0,433.0,18.0,16.0,30.0,2.0,10.0,0.031071946648579835,0.02616068817998553,37.0,25.000000000000004,0,0,1,0,1,0,0,0,0,0,1
166,167,6,5,842.7180000000001,8,9.99,199.99,350.92,1,21.99,21.99,21.99,1.0,600.0,474.0,87.0,0.0,46.0,1.0,124.0,0.022797218739313802,0.04547521600727604,190.0,0.0,0,0,0,0,0,1,0,0,0,0,0
167,168,6,5,26.381,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
168,169,6,5,11.074000000000002,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0033334444481482716,0.0033334444481482716,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0
169,170,6,5,770.635,48,4.99,17.99,348.71,5,4.99,14.99,51.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.15203756100829247,0.10574550581600282,12.999999999999998,10.0,0,0,1,0,1,0,0,0,0,0,1
170,171,6,5,1376.9479999999999,31,1.0,22.0,225.48,8,1.0,22.0,37.99,1.0,1300.0,477.0,121.0,30.0,51.0,2.0,23.0,0.12671351226817187,0.1759487793553432,21.0,21.0,0,0,1,0,1,0,0,0,0,0,1
171,172,6,5,359.392,3,299.99,399.99,999.97,1,299.99,299.99,299.99,3.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0030000900027000806,0.0033334444481482716,100.0,0.0,0,0,1,0,1,0,0,0,0,0,0
172,173,6,5,57.571999999999996,3,4.99,4.99,9.98,1,4.99,4.99,4.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.3006012024048096,0.20040080160320636,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
173,174,6,5,0.001,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007168715724577942,0.007168715724577942,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
174,175,6,5,26.423000000000002,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
175,176,6,5,1033.2060000000001,15,29.99,169.95,1630.45,3,59.99,169.95,289.93,1.0,600.0,466.0,71.0,14.0,44.0,1.0,57.0,0.009574569942233426,0.013848923630880023,139.95999999999998,109.95999999999998,0,0,1,0,1,0,0,0,0,0,1
176,177,6,5,115.79299999999999,5,19.99,19.99,39.98,1,19.99,19.99,19.99,1.0,900.0,557.0,34.0,5.0,49.0,2.0,44.0,0.12506253126563283,0.05002501250625313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
177,178,6,5,1375.4389999999999,9,54.99,1399.99,7163.91,1,59.99,59.99,59.99,4.0,0.0,404.0,58.0,3.0,45.0,1.0,58.0,0.001320562337145125,0.016669444907484583,1345.0,0.0,0,0,1,0,1,0,0,0,0,0,0
178,179,6,5,1397.9189999999999,100,5.0,74.99,2896.67,17,9.0,74.99,626.87,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.034378235178408906,0.028369359401756597,69.99,65.99,0,0,1,0,1,0,0,0,0,0,1
179,180,6,5,1410.6129999999998,14,19.99,549.99,5043.92,4,19.99,549.99,1268.97,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0027264729809679585,0.003073403320873757,530.0,530.0,0,0,1,0,1,0,0,0,0,0,0
180,181,6,5,4.683,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
181,182,6,5,656.0060000000001,17,1.0,7.0,69.0,1,7.0,7.0,7.0,1.0,600.0,567.0,8.0,10.0,48.0,2.0,10.0,0.2463768115942029,0.14285714285714285,6.0,0.0,0,0,0,0,0,1,0,0,0,0,0
182,183,6,5,147.157,3,29.99,29.99,89.97,1,29.99,29.99,29.99,1.0,2700.0,528.0,149.0,20.0,42.0,2.0,29.0,0.03334444814938312,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
183,184,6,5,14.265,3,19.99,19.99,59.97,1,19.99,19.99,19.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05002501250625313,0.05002501250625313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
184,185,6,5,467.719,8,14.99,14.99,89.94,1,14.99,14.99,14.99,1.0,0.0,70.0,0.0,0.0,40.0,2.0,15.0,0.08894818768067601,0.066711140760507,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
185,186,6,5,333.517,5,14.99,34.99,109.92,1,34.99,34.99,34.99,1.0,1400.0,517.0,65.0,10.0,28.0,1.0,354.0,0.04548762736535662,0.028579594169762787,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0
186,187,6,5,268.83099999999996,4,299.99,469.99,1539.96,2,299.99,469.99,769.98,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0026316482012684545,0.0026316482012684545,170.0,170.0,0,0,1,0,1,0,0,0,0,0,1
187,188,6,5,245.46,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1.0,300.0,506.0,0.0,0.0,33.0,1.0,25.0,0.016669444907484583,0.016669444907484583,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
188,189,6,5,905.905,4,199.99,199.99,799.96,2,199.99,199.99,399.98,4.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000250012500626,0.005000250012500626,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
189,190,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.008231017216544343,0.008231017216544343,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
190,191,6,5,138.394,4,7.0,9.0,34.0,1,9.0,9.0,9.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.11764705882352941,0.1111111111111111,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0
191,192,6,5,7915.597,55,29.99,399.99,3779.51,6,39.99,59.99,309.94,1.0,1000.0,412.0,8.0,7.0,43.0,1.0,77.0,0.013923621732921615,0.019689739969753213,370.0,20.0,0,0,1,0,1,0,0,0,0,0,1
192,193,6,5,181.215,6,9.99,49.99,164.94,6,9.99,49.99,164.94,5.0,5000.0,569.0,52.0,67.0,55.0,2.0,12.0,0.03847633705271258,0.03847633705271258,40.0,40.0,0,0,1,0,1,0,0,0,0,0,1
193,194,6,5,798.8919999999999,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
194,195,6,5,177.185,3,15.0,19.99,54.98,1,19.99,19.99,19.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05456529647144416,0.05002501250625313,4.989999999999998,0.0,0,0,1,0,1,0,0,0,0,0,0
195,196,6,5,19.522000000000002,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
196,197,6,5,2367.593,24,14.9,79.9,1045.12,3,15.95,79.9,175.75,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.024654991266009632,0.02042631700326162,65.0,63.95,0,0,1,0,1,0,0,0,0,0,0
197,198,6,5,700.352,15,11.17,14.9,219.77,3,14.9,14.9,44.7,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06836860341914608,0.06711409395973154,3.7300000000000004,0.0,0,0,1,1,0,0,0,0,0,0,0
198,199,6,5,0.0,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
199,200,6,5,170.75400000000002,0,0.0,1.0,3.0,0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
200,201,7,5,86.163,2,399.99,399.99,799.98,1,399.99,399.99,399.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.002500062501562539,0.002500062501562539,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
201,202,7,5,109.90799999999999,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
202,203,7,5,2600.749,91,9.99,39.99,1191.4,10,9.99,24.99,171.9,1.0,4000.0,542.0,312.0,6.0,49.0,2.0,263.0,0.07759503391782928,0.06293266205160476,30.0,14.999999999999998,0,0,1,0,1,0,0,0,0,0,1
203,204,7,5,26.128,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
204,205,7,5,32.573,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
205,206,7,5,220.66,2,29.95,29.95,59.9,1,29.95,29.95,29.95,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0333889816360601,0.0333889816360601,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
206,207,7,5,2727.7940000000003,52,12.99,249.99,882.81,6,12.99,64.99,170.94,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05684349793538955,0.033940086815169426,237.0,51.99999999999999,0,0,1,0,1,0,0,0,0,0,1
207,208,7,5,8.458,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
208,209,7,5,8.443999999999999,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
209,210,7,5,1960.6879999999999,3,99.99,99.99,299.97,1,99.99,99.99,99.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.01000100010001,0.010001000100010001,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
210,211,7,5,95.56,8,1.0,3.0,16.0,1,3.0,3.0,3.0,1.0,600.0,507.0,31.0,20.0,29.0,2.0,10.0,0.5,0.3333333333333333,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0
211,212,7,5,227.85299999999998,9,34.99,79.99,539.91,6,34.99,79.99,344.94,1.0,2300.0,495.0,96.0,7.0,68.0,1.0,12.0,0.016759565116316787,0.017076086161051888,44.99999999999999,44.99999999999999,0,0,0,0,0,1,0,0,0,0,0
212,213,7,5,1977.8329999999999,84,4.99,29.99,785.16,2,8.99,8.99,17.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.10681841814211578,0.11123470522803112,25.0,0.0,0,0,1,0,1,0,0,0,0,0,0
213,214,7,5,771.426,11,39.95,349.99,469.84,2,39.95,349.99,389.94,5.0,8500.0,544.0,61.0,51.0,60.0,2.0,10.0,0.0424976576094231,0.007931961397787863,310.04,310.04,0,0,1,0,1,0,0,0,0,0,1
214,215,7,5,125.958,3,89.99,89.99,179.98,1,89.99,89.99,89.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0166685187243027,0.011112345816201801,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
215,216,7,5,793.9789999999999,36,7.99,79.9,677.0,1,12.99,12.99,12.99,1.0,3000.0,543.0,229.0,35.0,43.0,2.0,37.0,0.05566431292100046,0.07698229407236336,71.91000000000001,0.0,0,0,1,0,0,1,0,0,0,0,0
216,217,7,5,690.423,29,9.99,79.99,969.71,5,14.99,49.99,214.95,5.0,4000.0,532.0,220.0,7.0,51.0,2.0,32.0,0.028422455700172492,0.023347624909793266,70.0,35.0,0,0,1,0,1,0,0,0,0,0,1
217,218,7,5,106.054,8,9.99,16.99,109.92,2,9.99,16.99,26.98,1.0,300.0,70.0,12.0,0.0,24.0,2.0,376.0,0.07698229407236336,0.08114687584527996,6.999999999999998,6.999999999999998,0,0,0,0,0,1,0,0,0,0,0
218,219,7,5,8.683,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
219,220,7,5,119.054,2,13.9,13.9,27.8,1,13.9,13.9,13.9,1.0,600.0,521.0,26.0,10.0,31.0,1.0,18.0,0.07194244604316546,0.07194244604316546,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
220,221,7,5,609.809,8,40.99,89.99,362.93,1,40.99,40.99,40.99,5.0,1000.0,373.0,12.0,0.0,27.0,1.0,55.0,0.022686920497139475,0.02439619419370578,48.99999999999999,0.0,0,0,1,0,1,0,0,0,0,0,1
221,222,7,5,40.736,1,199.99,199.99,199.99,1,199.99,199.99,199.99,1.0,4000.0,573.0,171.0,7.0,39.0,2.0,20.0,0.005000250012500625,0.005000250012500625,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
222,223,7,5,1287.369,30,5.0,24.99,434.74,6,12.99,24.99,95.94,1.0,2200.0,455.0,210.0,4.0,43.0,2.0,154.0,0.06886209987517697,0.06240451033978178,19.99,11.999999999999998,0,0,1,0,1,0,0,0,0,0,1
